SKU,Nombre,Archivo_xlsx
"APCB-213DA","TARJETA UNIV. PARA MINISPLIT APPLI PARTS APCB-213DA","AIRE ACONDICIONADO.xlsx"
"7503026196878","TERMOSTATO PARA AIRE DE VENTANA 3 PINES 14-16.8","AIRE ACONDICIONADO.xlsx"
"WG03F05627","TURBINA MINISPLIT MABE WG03F05627","AIRE ACONDICIONADO.xlsx"
"687472053910","VALVULA DE EXPANSION 7/8-1 1/8 R22","AIRE ACONDICIONADO.xlsx"
"1185","DIAFRAGMA BOILER DE PASO 12-13L UNIV.","BOILER.xlsx"
"1150","DIAFRAGMA BOILER DE PASO 5-6 LITROS","BOILER.xlsx"
"7506240658979","MANGUERA PARA BOILER 1/2"" 40CM","BOILER.xlsx"
"662013641108","PILOTO TIPO T, 3 VIAS, 6CH24-6, 1830-490 ROBERTSHAW","BOILER.xlsx"
"2216","REGULADOR DE GAS SENCILLO CON POOL R-3001-AS0","BOILER.xlsx"
"2215","REGULADOR DE GAS SENCILLO R-5000","BOILER.xlsx"
"1951-01","TERMOPILA 1951-01 C/ CONECTOR COAXIAL ROBERTSHAW","BOILER.xlsx"
"662013630997","VALVULA MILIVOLT 24VAC 700-056 ROBERTSHAW","BOILER.xlsx"
"2210","FILTRO CAMPANA MABE-IEM COMPLETO 26X36CM","ESTUFAS.xlsx"
"W10777489","VALVULA ESTUFA WHIRLPOOL SHUT-OFF DE CIERRE ORG. W10777489","ESTUFAS.xlsx"
"1589","VÁLVULA QUEMADOR ESTUFA JUMBO MABE 6.5 CM WS01F03721","ESTUFAS.xlsx"
"1591","VÁLVULA QUEMADOR ESTUFA MABE WS01F03720 223C4585P001","ESTUFAS.xlsx"
"7503044381232","IMPULSOR GRIS DAEWOO 41 CM 11D DW-111/DWF-200","GASES.xlsx"
"10000","BALERO NTN 6307 PARA LAVADORA FRONTAL","GENERAL.xlsx"
"PRODUCTOEJEMPLO","PROD EJEMPLO","GENERAL.xlsx"
"GLOBAL","VENTA PUBLICO GENERAL","GENERAL.xlsx"
"1456","AGITADOR DISCO LAV EASY MABE 18-19KG ORIGINAL 233D1974P001","LAVADORAS.xlsx"
"1290","ARO TINA LAV, 10-11KG 189D1087P001","LAVADORAS.xlsx"
"1716","BANDA M-19.5 SAMSUNG GEN","LAVADORAS.xlsx"
"1742","BANDA MULT-V6 EJ300 VSIMTY 189D3909P002","LAVADORAS.xlsx"
"1426","BISAGRA POSTERIOR MAYTAG ORG 35-2044","LAVADORAS.xlsx"
"DC64-00519D-E","BLOCAPUERTA LAV. SAMSUNG DC64-00519D GEN","LAVADORAS.xlsx"
"2217","BLOCAPUERTA LAV. SAMSUNG GEN DC64-02032A","LAVADORAS.xlsx"
"1577","BLOCAPUERTA SAMSUNG GEN DC64-01538B","LAVADORAS.xlsx"
"DC97-17004E","CRUCETA PARA LAVADORA SAMSUNG FRONTAL DC97-17004E","LAVADORAS.xlsx"
"1057","ELECTROVALVULA 180° MABE KR ORG. SENCILLA","LAVADORAS.xlsx"
"1381","ELECTROVALVULA SAMSUNG 1 ENTRADA 3 SALIDAS AZUL AGUA FRIA DC62-00266G","LAVADORAS.xlsx"
"1758","ELECTROVALVULA SAMSUNG 2 ENT. 3 SAL. DC62-00266F","LAVADORAS.xlsx"
"1974","ENGRANE DE PLASTICO CON PIÑON WH ACOP. 285362","LAVADORAS.xlsx"
"2047","FONDO CANASTA SAMSUNG DC60-00101A","LAVADORAS.xlsx"
"2025","FUELLE LAV.SAMSUNG DC97-18094B GEN","LAVADORAS.xlsx"
"1543","IMPULSOR AZUL SAMSUNG 40CM 11D DC-66-00694A","LAVADORAS.xlsx"
"2203","IMPULSOR AZUL SAMSUNG 43CM DC66-00704A","LAVADORAS.xlsx"
"1988","IMPULSOR DAEWOO 41CM 11 DIENTES DWF-M610","LAVADORAS.xlsx"
"1373","LBS - ELECTROVALVULA SAMSUNG 2 BOBINAS DC6200311D","LAVADORAS.xlsx"
"1997","MOTOR BOMBA LAV LG 2 BOCAS TIPO BPX-2","LAVADORAS.xlsx"
"1915","MOTOR BOMBA WH FRONTAL COMPLETA BPX401-75","LAVADORAS.xlsx"
"2262","MOTOR LAV. T-WM250NA001 ORG.","LAVADORAS.xlsx"
"1875","MOTOR TECO WESTINGHOUSE MOD: AECHUW001 NEMA PREMIUM 3PH\1.5HP 230V NUEVO","LAVADORAS.xlsx"
"203","POLEA CON PIÑON MY","LAVADORAS.xlsx"
"2284","PRESOSTATO LAV. SAMSUNG DC96-01016A GEN.","LAVADORAS.xlsx"
"2288","PRESOSTATO LAV. SAMSUNG. DC96-01703G","LAVADORAS.xlsx"
"1467","RELOJ MECANICO LAV 20 MIN MEDIA CAÑA 2 TERMINALES UNIVERSAL","LAVADORAS.xlsx"
"40801","RESISTENCIA BLINDADA REF. LG,SM,LG 52 CMS 60128-0023300-00","LAVADORAS.xlsx"
"607","RESPALDO PIÑON SIRVE MBOL","LAVADORAS.xlsx"
"1452","SELECTOR MBK 18-22KG 4 SELECTORES WW01F01794","LAVADORAS.xlsx"
"2139","SELLO TINA LAV FRONTAL LG/SAMSUNG DC62-00156A","LAVADORAS.xlsx"
"2296","SELLO TINA LAV FRONTAL SAMSUNG DC62-00223A GEN","LAVADORAS.xlsx"
"2282","SELLO TINA MY ANTIGUO GEN. 6-2095720","LAVADORAS.xlsx"
"6-2095720","SELLO TINA MY ANTIGUO ORG. 6-2095720","LAVADORAS.xlsx"
"1427","SENSOR HALL MOTOR SAMSUNG DC31-00076A-E","LAVADORAS.xlsx"
"1996","SENSOR HALL MOTOR SAMSUNG DC31-00098A","LAVADORAS.xlsx"
"DC97-21487D","SENSOR HALL SAMSUNG DC97-21487D ORG.","LAVADORAS.xlsx"
"1123","SENSOR LAVASECADORA SAMSUNG DC93-00329A","LAVADORAS.xlsx"
"1624","SENSOR MOTOR HALL SAMSUNG GEN DC31-00153A","LAVADORAS.xlsx"
"DW1715","SUSPENSION DAEWOO 61.5CM ORG. AZUL-BLANCO","LAVADORAS.xlsx"
"981","SUSPENSION LAV SAMSUNG/DAEWOO DC97-16350 64CM","LAVADORAS.xlsx"
"1376","SUSPENSION SAMSUNG 70 CM DC97-5280S","LAVADORAS.xlsx"
"1785","SWITCH BLOQUEAPUERTA SAMSUNG DC34-00025B GEN","LAVADORAS.xlsx"
"1783","SWITCH LAV. DAEWOO 66148-0005700","LAVADORAS.xlsx"
"X003XETJIZ","SWITCH PUERTA LAV SAMS DC34-00025D","LAVADORAS.xlsx"
"1447","SWITCH PUERTA LAV SAMS DC34-00025E","LAVADORAS.xlsx"
"1900","TARJETA CONTROL SIRUS360 REF MA-G","LAVADORAS.xlsx"
"2031","TARJETA LAV. SAMSUNG FRONTAL DC92-02547C / DC92-02551C/ DC","LAVADORAS.xlsx"
"2030","TARJETA LAV. SAMSUNG INVERTER ORG. DC92-00388","LAVADORAS.xlsx"
"DC92-0149B","TARJETA LAV. SAMSUNG PERILLA DC92-0149B","LAVADORAS.xlsx"
"W10450389","TINA COMPLETA WH FRONTAL W10450389","LAVADORAS.xlsx"
"2201","TORNILLO AGITADOR LAV. MAYTAG","LAVADORAS.xlsx"
"2045","TRANSMISION LAV. SAMSUNG IVERTER DC97-717900A","LAVADORAS.xlsx"
"2038","TRANSMISION LAV. SAMSUNG ORG. DC97-16984B","LAVADORAS.xlsx"
"1757","TRANSMISIÓN LAVADORA MABE AMAZONAS TIPO VSIMTY 188D2871G001","LAVADORAS.xlsx"
"170","TRANSMISION MB KR 16-17KG PLATO DELGADO 233D2549G006","LAVADORAS.xlsx"
"171","TRANSMISION MB KR 18-22 PLATO GRANDE 233D2549G001","LAVADORAS.xlsx"
"1115","TRANSMISION METALICA DAEWOO ORG. GM-1300","LAVADORAS.xlsx"
"1828","DIAFRAGMA BONJOUR T-FAL","LICUADORAS.xlsx"
"2112","EMPAQUE SILICON NO.22 T-FAL/MAEFE","OLLAS DE PRESION.xlsx"
"2113","EMPAQUE SILICON NO.24 T-FAL/MAGEFE","OLLAS DE PRESION.xlsx"
"2114","EMPAQUE SILICON NO.26 T-FAL/MAGEFE","OLLAS DE PRESION.xlsx"
"2115","EMPAQUE SILICON NO.28 T-FAL/MAGEFE","OLLAS DE PRESION.xlsx"
"8033158041122","ADITIVO PARA ACIDEZ EN SISTEMAS A/C COOL-SHOT ULTRA","REFRIGERACION.xlsx"
"037103570192","ARRANCADOR 3N1 DE 1/4- 1/3 HP ""GB""","REFRIGERACION.xlsx"
"1082","ASPA TURBINA SAMSUNG ORG. DA31-00242","REFRIGERACION.xlsx"
"204","BIMETAL 60-32 MB","REFRIGERACION.xlsx"
"7503026192535","BIMETAL 72-44 MB","REFRIGERACION.xlsx"
"7503053083370","BIMETAL Y FUSIBLE SM. DA47-00243","REFRIGERACION.xlsx"
"2185","CAPACITOR DE ARRANQUE 100-125 UF. 110 V.","REFRIGERACION.xlsx"
"2186","CAPACITOR DE ARRANQUE 378-490 UF A 110 V.","REFRIGERACION.xlsx"
"1913","CELDA PELTIER REFRIGERACION TEC1-12706 12V 2A 60W","REFRIGERACION.xlsx"
"1275","CERRADOR AUTOMATICO PUERTA SAMSUNG ORG. DA97-13070A","REFRIGERACION.xlsx"
"VEMX11C+","COMPRESOR EMBRACO INVERTER R600 VEMX11C+","REFRIGERACION.xlsx"
"1C1X25621311-13K987","COMPRESOR LG INVERTER 220V 51HZ FLD165NBMA","REFRIGERACION.xlsx"
"1233","COMPRESOR LG ORG. INVERTER 240V 60-225HZ BMG110NHMV","REFRIGERACION.xlsx"
"NC1MV90ALP","COMPRESOR SAMSUNG INVERTER NC1MV90ALP 160-260V 500-200HZ","REFRIGERACION.xlsx"
"2299","COMPRESOR SAMSUNG INVERTER NI34T9101AB R600","REFRIGERACION.xlsx"
"XXXX","COMPRESOR USADO DIF CAP","REFRIGERACION.xlsx"
"1863","CONDENSADOR 1/4 - 1/5","REFRIGERACION.xlsx"
"2183","CONTROL DE TEMPERATURA W2809 12 VOLTS.","REFRIGERACION.xlsx"
"DA31-00043F","DAMPER REF. SAMSUNG DA31-00043F","REFRIGERACION.xlsx"
"@2722741@","DETECTOR DE FUGAS HALOGENO","REFRIGERACION.xlsx"
"1784","ELECTROVALVULA REF. SAMSUNG DA62-01477A","REFRIGERACION.xlsx"
"2089","ELECTROVALVULA REF. WH. K-75985","REFRIGERACION.xlsx"
"1446","ELECTROVALVULA SM ORG 12V PARA REFRIGERADOR DA62-04242A","REFRIGERACION.xlsx"
"666201322060","ELECTROVALVULA WH ORG. REF. K-75717-AM","REFRIGERACION.xlsx"
"2036","EVAPORADOR MODERNO SAMSUNG DA96-01230A","REFRIGERACION.xlsx"
"1991","EVAPORADOR SAMSUNG DA49-00554C","REFRIGERACION.xlsx"
"158","FILTRO AGUA LG KM CORTO LT 500P 46-9890 WF290","REFRIGERACION.xlsx"
"7503026414613","FILTRO AGUA REF SM DA29-00020B CT","REFRIGERACION.xlsx"
"152","FILTRO AGUA SM DA29-00020B","REFRIGERACION.xlsx"
"XWFE","FILTRO DE AGUA MABE ORG. XWFE","REFRIGERACION.xlsx"
"UKF8001AXX-E","FILTRO DE AGUA MAYTAG-AMANA UKF8001AXX","REFRIGERACION.xlsx"
"7503026203521","FILTRO DE AGUA MAYTAG-AMANA UKF8001AXX GEN","REFRIGERACION.xlsx"
"1422","FILTRO DE AGUA REF SIRVE MAYTAG TIPO UKF-7003","REFRIGERACION.xlsx"
"012505468094","FILTRO DE AGUA REF. FRIGIDAIRE FPPWFU01 PWF-1","REFRIGERACION.xlsx"
"2165","FILTRO DE AGUA REF. MABE-GE LARGO RPWF-W","REFRIGERACION.xlsx"
"7503026203477","FILTRO DE AGUA REF. SIRVE LG LT700P, SIRVE KENMORE 46-9690","REFRIGERACION.xlsx"
"8808993705788","FILTRO DE AGUA SAMSUNG ORG. DA29-00020B","REFRIGERACION.xlsx"
"401","FILTRO DE AGUA SM DA29-00003G","REFRIGERACION.xlsx"
"1367","FILTRO REF SAMSUNG CUADRADO MODERNO DA97-17376B","REFRIGERACION.xlsx"
"1079","ICEMAKER MODERNO SAMSUNG 30122-0049300","REFRIGERACION.xlsx"
"2098","ICEMAKER SAMSUNG BRAZO CORTO ORG. DA97-19010A","REFRIGERACION.xlsx"
"X0045C4SSZ","ICEMAKER SAMSUNG DA97-08059A","REFRIGERACION.xlsx"
"2048","ICEMAKER SAMSUNG ORG. DA97-21995A","REFRIGERACION.xlsx"
"2197","JARRA REF. SAMSUNG DA97-17395A","REFRIGERACION.xlsx"
"2256","JUEGO DE MANOMETRO CON MANGUERAS R410-R134 Y BLISTER","REFRIGERACION.xlsx"
"2034","LUZ LED LARGO SAMSUNG DA96-01119A","REFRIGERACION.xlsx"
"2013","MANOMETRO DIGITAL C/VACUMETRO PREMIUM GB C/MALETIN DG-350","REFRIGERACION.xlsx"
"037103573063","MANOMETRO DIGITAL MANOMETROS INDEPENDIENTES GB C/MALETIN DG-05","REFRIGERACION.xlsx"
"LG AEQ72910414","MAQUINA DE HIELO LG ORG. LG AEQ72910414","REFRIGERACION.xlsx"
"139","MIRILLA INDICADORA DE HUMEDAD SA-17S","REFRIGERACION.xlsx"
"1 30PL30","MODULO DE ENCENDIDO EMERSON","REFRIGERACION.xlsx"
"1 D188","MOTOR 1/20 FASCO 1500RPM 220V","REFRIGERACION.xlsx"
"1084","MOTOR CONDENSADOR GRIS SAMSUNG ORG. DA97-15765","REFRIGERACION.xlsx"
"7503044381683","MOTOR ELECTRICO PARA REF. 110-240V ECM7112","REFRIGERACION.xlsx"
"1331","MOTOR EVAP SAMSUNG 12 12V 3.21W DA31-00146E 2520 RPM","REFRIGERACION.xlsx"
"2269","MOTOR EVAP. GRIS 2 CABLS ADL-5846 110V","REFRIGERACION.xlsx"
"2090","MOTOR EVAP. SAMSUNG 13A 2.1W 12V DA31-00146H 2950RPM","REFRIGERACION.xlsx"
"1107","MOTOR LG ORG. AZUL 12V 1A ODM-001F-42","REFRIGERACION.xlsx"
"1108","MOTOR LG ORG. NARANJA ODM-001F-43","REFRIGERACION.xlsx"
"2294","MOTOR REF. SAMSUNG N.12 DA31-00146E 2620 RPM","REFRIGERACION.xlsx"
"2295","MOTOR REF. SAMSUNG N.13 DA31-00146H 2900 RPM GEN.","REFRIGERACION.xlsx"
"2010","MOTOR TIPO WELLINGTON 110-240V 15W CCW","REFRIGERACION.xlsx"
"1181","MOTOR TURBINA EVAP. SAMSUNG 12V 3 CABLES DA31-00334C","REFRIGERACION.xlsx"
"10079046005406","RELOJ DE DESHIELO P/ CAMARA FRIGORIFICA 110V D81-8144-00EX","REFRIGERACION.xlsx"
"10079046005505","RELOJ DE DESHIELO P/ CAMARA FRIGORIFICA D81-8145-20EX 220 V","REFRIGERACION.xlsx"
"2150","RESISTENCIA BLINDADA 31 CM. TIPO L 60128-0013800","REFRIGERACION.xlsx"
"2151","RESISTENCIA BLINDADA 38 CM. TIPO L 60128-0013900-01","REFRIGERACION.xlsx"
"2152","RESISTENCIA BLINDADA 41 CM. TIPO L 60128-0011302-01","REFRIGERACION.xlsx"
"2153","RESISTENCIA BLINDADA 45 CM. TIPO L 60128-0017600-00","REFRIGERACION.xlsx"
"1132","RESISTENCIA BLINDADA SAMSUNG ORG DA47-00244P","REFRIGERACION.xlsx"
"1781","RESISTENCIA GANCHO LARGA DA47-000460G","REFRIGERACION.xlsx"
"1098","RESISTENCIA ICEMAKER SAMSUNG DA-47-00192E","REFRIGERACION.xlsx"
"1761","RESISTENCIA TUBULAR REF 10-1/2 X 18-1/12 PULG W10647284 WH ORG","REFRIGERACION.xlsx"
"1660","RESISTENCIA TUBULAR REF WH 15-1/2 PULG ORG. W10331598","REFRIGERACION.xlsx"
"W10345817","RESISTENCIA TUBULAR WH 15-1/2"" X 3-1/2"" ORG. W10345817","REFRIGERACION.xlsx"
"2032","SENSOR AMBIENTAL AMARILLO SAMSUNG DA32-00070A","REFRIGERACION.xlsx"
"1055","SOLDADURA EN FRIO LA-CO","REFRIGERACION.xlsx"
"1131","SWITCH FOCO SEC. SAMSUNG ORG. DC64-00828B","REFRIGERACION.xlsx"
"1487","SWITCH PUERTA REF. LG HC-056K","REFRIGERACION.xlsx"
"1484","SWITCH PUERTA REF. SAMSUNG SP201R-7D","REFRIGERACION.xlsx"
"1766","SWITCH REF. SAMSUNG ORG DA34-00066B","REFRIGERACION.xlsx"
"162D6801G046","TANQUE ALMACENADOR DE AGUA REF MABE-GE ORG. 162D6801G046","REFRIGERACION.xlsx"
"2231","TARJETA CONTROL REF. SAMSUNG DA92-00440A","REFRIGERACION.xlsx"
"DA92'0044A","TARJETA DESHIELO SM O. 9H","REFRIGERACION.xlsx"
"1179","TARJETA INVERTER REF. SAMSUNG DA92-00768J","REFRIGERACION.xlsx"
"1299","TARJETA INVERTER SAMSUNG ORG DA41-00411B","REFRIGERACION.xlsx"
"2080","TARJETA PODER SAMSUNG ORG. DA92-00795B","REFRIGERACION.xlsx"
"1554","TARJETA POTENCIA PARA REF. 120V, 20A TREF-G03","REFRIGERACION.xlsx"
"DA41-00388H","TARJETA REF. DA-4100388 SAMSUNG","REFRIGERACION.xlsx"
"2287","TERMISTOR SENSOR REF. SAMSUNG DA32-10104V","REFRIGERACION.xlsx"
"2227","TERMOMETRO DIGITAL CON ALARMA Y MEMORIA -50 A 70C","REFRIGERACION.xlsx"
"819","TERMOSTATO CALENTADOR DE AGUA 86° 110V","REFRIGERACION.xlsx"
"7503026414941","TERMOSTATO DIGITAL COLDTEK -50-70C","REFRIGERACION.xlsx"
"1497","TERMOSTATO PARA VITRINA STC-1000 C/SENSOR","REFRIGERACION.xlsx"
"1410","TERMOSTATO REF MABE 8-10 PIES ORG.","REFRIGERACION.xlsx"
"1104","TERMOSTATO SAMSUNG VERDE PFN-C71","REFRIGERACION.xlsx"
"1969","VALVULA CHECK RIGIDA ANGULADA 45°","REFRIGERACION.xlsx"
"1505","VALVULA PARA CARGAR GAS PINCHABLE 1/4-5/16","REFRIGERACION.xlsx"
"1404","BANDA SAMSUNG ORG 117CM 5PISTAS 6602-001655","SECADORAS.xlsx"
"1226","CODO CAMPANA 3/8-3/8","SECADORAS.xlsx"
"2298","COMPRESOR MABE 1/5 SU96XY1 115-127V R600","SECADORAS.xlsx"
"DC97-07618A","FELPA SEC. SAMSUNG DC97-07618A","SECADORAS.xlsx"
"DC61-02595A","FILTRO ATRAPAPELUSA SAMSUNG DC61-02595A","SECADORAS.xlsx"
"W11581316-S","JUEGO DE ESPREAS SEC. WH. COMPLETA GAS LP W11581316-S","SECADORAS.xlsx"
"DC31-00055H","MOTOR SEC. SAMSUNG DC31-00055H","SECADORAS.xlsx"
"76818380009","PEGAMENTO PÁRA FELPAS SEC.","SECADORAS.xlsx"
"1101","POLEA CON BRAZO SAMSUNG ORG. DC66-00903A","SECADORAS.xlsx"
"1912","POLEA TENSORA AMANA SEC. 38225-REPL WP40045001","SECADORAS.xlsx"
"1163","POLEA TENSORA WH ANCHA TIPO 6-3700340","SECADORAS.xlsx"
"2160","RESISTENCIA SEC. SAMSUNG DC47-00019A","SECADORAS.xlsx"
"2198","RESISTENCIA SEC. SAMSUNG DC97-14486A","SECADORAS.xlsx"
"2037","SOPORTE PUERTA SEC. SAMSUNG DC97-18057A","SECADORAS.xlsx"
"1976","TERMICO SEC. WH GEN L155-25F 4TERM. 3387134 SECADORA ELECTRICA","SECADORAS.xlsx"
"3387134","TERMICO SEC. WHO L155-25F 4 TERM. 3387134","SECADORAS.xlsx"
"5304406099","TERMICO SECADORA WW L240-50F ORG.","SECADORAS.xlsx"
"134048900","TERMOSTATO ELE ORG. 134048900 L135-15F","SECADORAS.xlsx"
"1632","TIMER SECADORA WH W10185969 / 701-1-AM1631","SECADORAS.xlsx"
"1631","TIMER SECADORA WH W10185992 / 602-1-AM","SECADORAS.xlsx"
"WP53'0106","TURBINA MYO","SECADORAS.xlsx"
"LOT400","VALVULA SEC MABE EASY-GE ORIGINAL GAS LP(BUTANO)","SECADORAS.xlsx"
"BN","BARRIDO NITROGENO PARA LIMPIEZA","SERVICIOS.xlsx"
"CJPC","COJINES DE PAJA PARA COOLER DE 55X10""","SERVICIOS.xlsx"
"1734","EXTRACTOR VENTILADOR PARA BAÑO MARCA BROAN 4.0 CFM (PI3/MIN) INCLUYE INSTALACION","SERVICIOS.xlsx"
"JDES","JUEGO DE EMPAQUES DE SUCCION Y DESCARGA","SERVICIOS.xlsx"
"JGF","JUEGO DE FLOTADOR DE LLENADO DE SANITARIOS","SERVICIOS.xlsx"
"LAVIS","PERILLA DE CONTROL DE TEMPERATURA PARA REFRIGERADOR MABE","SERVICIOS.xlsx"
"LAVU","RESISTENCIA ELECTRICA 220V PARA SECADORA MARCA SAMSUNG","SERVICIOS.xlsx"
"XAXA","VENTE","SERVICIOS.xlsx"
"2243","TERMOSTATO DIGITAL VITRINA TREF-G01","VITRINAS.xlsx"
